label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,logical_subgraphs,execution_stage_partition,execution_groups,materialized_boundaries,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,execution_group_cores,boundary_storage,boundary_buffers,ready_window,packet_readiness,packet_compute_layout,packet_fold_wave_barriers,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
m4_g2_p5-5-5-5_e10-10_b16_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m4-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"10+10",2,1,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.901760,1.154321,1.154613,0.000292,0,0,0,0,0,7,natural,natural,"",10.130112,13860.961524,721.169247,14534271591.180841,fused,shoup,-1
m3_g2_p5-5-10_e10-10_b16_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m3-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,5,30,10.890912,1.154048,1.154333,0.000285,0,0,0,0,0,7,natural,natural,"",10.130912,13864.240325,721.504887,14537709663.031693,fused,shoup,-1
m2_g2_p10-10_e10-10_b16_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-execution-remap-m2-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; explicit physical execution-group mappings replace logical codelet mappings",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","dataflow-radix4+dataflow-radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,5,30,10.902496,1.154935,1.155207,0.000271,0,0,0,0,0,7,natural,natural,"",10.130816,13853.587745,721.102441,14526539622.925425,fused,shoup,-1
m8_g2_p2-2-3-3-2-2-3-3_e10-10_b16_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m8-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.903840,1.154423,1.154704,0.000280,0,0,0,0,0,7,natural,natural,"",10.132640,13859.732016,721.016161,14532982358.264545,fused,shoup,-1
m7_g2_p2-2-3-3-3-3-4_e10-10_b16_t2,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m7-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+3+3+4",7,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+2+3+3+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.893952,1.156096,1.156347,0.000251,0,0,0,0,0,7,natural,natural,"",10.136896,13839.681354,721.144816,14511957715.492910,fused,shoup,-1
m5_g2_p3-3-4-5-5_e10-10_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m5-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"3+3+4+5+5",5,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","3+3+4+5+5","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.893024,1.137869,1.138117,0.000249,0,0,0,0,0,7,natural,natural,"",10.160800,14061.375559,720.990502,14744420938.554352,fused,shoup,-1
m4_g2_p5-5-5-5_e10-10_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m4-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"10+10",2,1,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.901024,1.139473,1.139756,0.000283,0,0,0,0,0,7,natural,natural,"",10.130272,14041.577877,721.670958,14723661563.509190,fused,shoup,-1
m3_g2_p5-5-10_e10-10_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m3-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","dataflow-radix4+dataflow-radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,5,30,10.910624,1.153911,1.154222,0.000311,0,0,0,0,0,7,natural,natural,"",10.136576,13865.881740,720.684663,14539430811.036406,fused,shoup,-1
m2_g2_p10-10_e10-10_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-execution-remap-m2-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; explicit physical execution-group mappings replace logical codelet mappings",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","dataflow-radix4+dataflow-radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,5,30,10.892320,1.159578,1.159836,0.000259,0,0,0,0,0,7,natural,natural,"",10.133632,13798.127774,721.190827,14468385628.251873,fused,shoup,-1
m8_g2_p2-2-3-3-2-2-3-3_e10-10_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m8-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+2+2+3+3",8,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+3+3+2+2+3+3","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.900064,1.146880,1.147122,0.000242,0,0,0,0,0,7,natural,natural,"",10.128960,13950.893935,721.503844,14628572558.383638,fused,shoup,-1
m7_g2_p2-2-3-3-3-3-4_e10-10_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m7-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"2+2+3+3+3+3+4",7,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256","1+1+1+1+1+1+1","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","0+0+0+0+0+0+0","2+2+3+3+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.903232,1.152546,1.152804,0.000258,0,0,0,0,0,7,natural,natural,"",10.135040,13882.307237,721.018934,14556654193.064356,fused,shoup,-1
m6_g2_p3-3-4-3-3-4_e10-10_b16_t3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4-resident-fused-m6-g2","experimental",0.000000,"resident lowering targets the generated V100 10+10 radix-4 execution core; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,4,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,16,998244353,30,0,0,0,dataflow-radix4,"3+3+4+3+3+4",6,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+4+3+3+4","dataflow-radix4+dataflow-radix4","resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,5,30,10.884768,1.158076,1.158314,0.000238,0,0,0,0,0,7,natural,natural,"",10.114976,13816.022678,722.092724,14487149795.965534,fused,shoup,-1
