label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,logical_subgraphs,execution_stage_partition,execution_groups,materialized_boundaries,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_coefficient_reuse_stages,segment_cta_weights,execution_group_cores,boundary_storage,boundary_buffers,ready_window,packet_readiness,packet_compute_layout,packet_fold_wave_barriers,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,appt_producer_weight,appt_tail_weight,appt_writer_weight,appt_fragment_width,appt_writer_tiles,appt_data_time_roles,input_order,output_order,appt_layout_id,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,correct
m6_g4_p3-3-3-3-4-4_e3-3-6-8_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m6-g4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+3+3+4+4",6,"3+3+6+8",4,3,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+3+3+4+4","radix4+radix4+radix4+radix4","full-scratch+full-scratch+resident-fused+full-scratch+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.803648,11.078246,11.079456,0.001209,0,0,0,0,0,7,natural,natural,"",2.616320,361.067985,242.450486,378607223.186770,fused,shoup,-1
m6_g5_p3-3-3-3-4-4_e3-3-3-3-8_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m6-g5","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+3+3+4+4",6,"3+3+3+3+8",5,4,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+3+3+4+4","radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.803456,12.033639,12.034830,0.001191,0,0,0,0,0,7,natural,natural,"",2.619680,332.401530,229.137399,348548266.735985,fused,shoup,-1
m6_g6_p3-3-3-3-4-4_e3-3-3-3-4-4_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+3+3+4+4",6,"3+3+3+3+4+4",6,5,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+3+3+4+4","radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.805632,11.339776,11.341178,0.001402,0,0,0,0,0,7,natural,natural,"",2.622368,352.740653,238.552802,369875382.505719,fused,shoup,-1
m6_g2_p3-3-4-3-3-4_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m6-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+3+3+4",6,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+4+3+3+4","radix4+radix4","resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.804864,0.990413,0.991879,0.001466,0,0,0,0,0,7,natural,natural,"",2.611808,4038.719889,624.308888,4234904746.202931,fused,shoup,-1
m6_g6_p3-3-4-3-3-4_e3-3-4-3-3-4_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+3+3+4",6,"3+3+4+3+3+4",6,5,"radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256","1+1+1+1+1+1","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","0+0+0+0+0+0","3+3+4+3+3+4","radix4+radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.802656,11.221402,11.222701,0.001299,0,0,0,0,0,7,natural,natural,"",2.625280,356.461692,240.249792,373777174.822099,fused,shoup,-1
m5_g2_p3-3-4-5-5_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m5-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+5+5",5,"10+10",2,1,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","3+3+4+5+5","radix4+radix4","resident-fused+resident-fused+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.808224,0.983859,0.985401,0.001542,0,0,0,0,0,7,natural,natural,"",2.616352,4065.622475,624.177332,4263114152.183956,fused,shoup,-1
m5_g5_p3-3-4-5-5_e3-3-4-5-5_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"3+3+4+5+5",5,"3+3+4+5+5",5,4,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","3+3+4+5+5","radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.805088,11.302912,11.304281,0.001370,0,0,0,0,0,7,natural,natural,"",2.664576,353.891111,238.484538,371081725.633612,fused,shoup,-1
m5_g3_p4-4-4-4-4_e4-8-8_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m5-g3","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"4+4+4+4+4",5,"4+8+8",3,2,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","4+4+4+4+4","radix4+radix4+radix4","full-scratch+resident-fused+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.803104,3.549389,3.550708,0.001319,0,0,0,0,0,7,natural,natural,"",2.615232,1126.954563,446.044018,1181697507.741945,fused,shoup,-1
m5_g4_p4-4-4-4-4_e4-4-4-8_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m5-g4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"4+4+4+4+4",5,"4+4+4+8",4,3,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","4+4+4+4+4","radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+resident-fused","1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.804448,4.999578,5.001080,0.001503,0,0,0,0,0,7,natural,natural,"",2.612896,800.067602,383.990611,838931685.989550,fused,shoup,-1
m5_g5_p4-4-4-4-4_e4-4-4-4-4_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"4+4+4+4+4",5,"4+4+4+4+4",5,4,"radix4+radix4+radix4+radix4+radix4","256+256+256+256+256","1+1+1+1+1","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","0+0+0+0+0","4+4+4+4+4","radix4+radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch+full-scratch","1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.801120,5.027225,5.028615,0.001389,0,0,0,0,0,7,natural,natural,"",2.624704,795.667512,382.663454,834317856.775052,fused,shoup,-1
m4_g2_p5-5-5-5_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m4-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"10+10",2,1,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","radix4+radix4","resident-fused+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.803968,0.996762,0.998414,0.001652,0,0,0,0,0,7,natural,natural,"",2.605184,4012.995605,624.423028,4207930879.011846,fused,shoup,-1
m4_g3_p5-5-5-5_e5-5-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m4-g3","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"5+5+10",3,2,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","radix4+radix4+radix4","full-scratch+full-scratch+resident-fused","1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.813184,3.152077,3.153647,0.001571,0,0,0,0,0,7,natural,natural,"",2.618240,1269.004645,466.010322,1330647814.439827,fused,shoup,-1
m4_g4_p5-5-5-5_e5-5-5-5_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+5+5",4,"5+5+5+5",4,3,"radix4+radix4+radix4+radix4","256+256+256+256","1+1+1+1","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","0+0+0+0","5+5+5+5","radix4+radix4+radix4+radix4","full-scratch+full-scratch+full-scratch","1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.808544,2.641715,2.643348,0.001633,0,0,0,0,0,7,natural,natural,"",2.618848,1514.167714,495.717786,1587719925.305752,fused,shoup,-1
m3_g2_p5-5-10_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m3-g2","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"10+10",2,1,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","radix4+radix4","resident-fused+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,2,5,2.816672,1.004134,1.006025,0.001891,0,0,0,0,0,7,natural,natural,"",2.628864,3983.530426,620.186716,4177034399.721724,fused,shoup,-1
m3_g3_p5-5-10_e5-5-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"5+5+10",3,"5+5+10",3,2,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","5+5+10","radix4+radix4+radix4","full-scratch+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,2,5,2.807360,3.139994,3.141383,0.001389,0,0,0,0,0,7,natural,natural,"",2.620160,1273.887919,466.879907,1335768298.922224,fused,shoup,-1
m3_g3_p6-6-8_e6-6-8_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"6+6+8",3,"6+6+8",3,2,"radix4+radix4+radix4","256+256+256","1+1+1","0+0+0","0+0+0","0+0+0","0+0+0","0+0+0","6+6+8","radix4+radix4+radix4","full-scratch+full-scratch","1+1",8,per-packet,interleaved-rows,0,0,2,5,2.808672,1.573888,1.575565,0.001677,0,0,0,0,0,7,natural,natural,"",2.623552,2541.476801,570.930060,2664931577.698855,fused,shoup,-1
m2_g2_p10-10_e10-10_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"10+10",2,"10+10",2,1,"radix4+radix4","256+256","1+1","0+0","0+0","0+0","0+0","0+0","10+10","radix4+radix4","full-scratch","1",8,per-packet,interleaved-rows,0,0,2,5,2.813696,1.020518,1.022354,0.001836,0,0,0,0,0,7,natural,natural,"",2.623328,3919.576475,619.430708,4109973822.186405,fused,shoup,-1
m8_g3_p2-2-2-2-3-3-3-3_e2-9-9_b4_t1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4-resident-fused-m8-g3","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness; logical subgraphs are lowered into resident physical execution groups",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,32,20,1048576,4,998244353,30,0,0,0,dataflow-radix4,"2+2+2+2+3+3+3+3",8,"2+9+9",3,2,"radix4+radix4+radix4+radix4+radix4+radix4+radix4+radix4","256+256+256+256+256+256+256+256","1+1+1+1+1+1+1+1","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","0+0+0+0+0+0+0+0","2+2+2+2+3+3+3+3","radix4+radix4+radix4","full-scratch+resident-fused+resident-fused+resident-fused+full-scratch+resident-fused+resident-fused","1+1+1+1+1+1+1",8,per-packet,interleaved-rows,0,0,2,5,2.803456,20.365721,20.367154,0.001433,0,0,0,0,0,7,natural,natural,"",2.625152,196.408467,155.072846,205949205.123333,fused,shoup,-1
