trial,label,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
2,resident1010-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,43.057919,3.606958,64.241661,8871.741999,288.531233,9302695738.208454,fused,shoup,natural,-1
2,generic776-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,43.071808,23.757927,76.306656,1346.918865,223.562994,1412346796.226974,fused,shoup,natural,-1
2,resident776-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,43.095585,35.682384,74.495972,896.801053,208.776520,940364061.389857,fused,shoup,natural,-1
3,barrier-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,3.038432,0.142316,1.866464,7026.640433,198.129208,7367966518.833255,fused,shoup,natural,-1
3,resident1010-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,2.950944,0.203325,2.037408,4918.223459,192.615970,5157131081.387239,fused,shoup,natural,-1
3,generic776-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,1.556576,0.567030,1.353312,1763.575822,287.611056,1849243280.918969,fused,shoup,natural,-1
3,resident776-w64-b1,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,1,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,3.065504,0.694313,1.764000,1440.272636,181.034234,1510235319.715548,fused,shoup,natural,-1
3,barrier-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,11.289856,0.543805,6.657632,7355.572140,216.318023,7712876412.531495,fused,shoup,natural,-1
3,resident1010-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,11.312736,0.609178,6.727840,6566.229733,214.480051,6885190907.987082,fused,shoup,natural,-1
3,generic776-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,5.514272,1.620787,5.122912,2467.936654,326.318271,2587819144.718931,fused,shoup,natural,-1
3,resident776-w64-b4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,10.671584,3.559588,6.566496,1123.725644,192.329258,1178311740.964380,fused,shoup,natural,-1
3,barrier-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,21.946943,0.963441,12.192928,8303.573183,227.898722,8706927553.860800,fused,shoup,natural,-1
3,resident1010-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,21.873344,0.971858,12.125440,8231.656043,228.763315,8631516967.135254,fused,shoup,natural,-1
3,generic776-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,10.879040,2.871419,10.157888,2786.079216,334.611173,2921415799.643346,fused,shoup,natural,-1
3,resident776-w64-b8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,8,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,10.876544,7.630172,10.145216,1048.469122,279.213281,1099399557.733584,fused,shoup,natural,-1
3,barrier-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,21.612801,1.895014,20.191904,8443.208116,366.135078,8853345393.531622,fused,shoup,natural,-1
3,resident1010-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,21.597824,1.842155,20.198175,8685.477625,366.651615,9107383386.353565,fused,shoup,natural,-1
3,generic776-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,21.592768,6.956360,20.215584,2300.053521,328.106115,2411780921.305923,fused,shoup,natural,-1
3,resident776-w64-b16,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,16,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,21.624319,16.432209,20.209600,973.697449,274.602078,1020995776.331395,fused,shoup,natural,-1
3,barrier-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-barrier-dataflow-radix4","fallback",0.000000,"balanced two-layer split with persistent cooperative CTAs",hierarchical-barrier,10,named-barrier,10,4,0,2,1,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,10,4,256,dataflow-radix4,"","","","","","","",0,0,10,50,83.628159,3.723551,142.312057,8593.947484,139.334125,9011407077.207253,fused,shoup,natural,-1
3,resident1010-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-10x10-resident-radix4","experimental",0.000000,"transform-wave readiness with the generated resident radix-4 core",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"10+10","dataflow-radix4+dataflow-radix4","256+256","1+1","9+11","full-scratch","1",8,0,10,50,43.080864,3.630572,40.315296,8814.039080,367.703111,9242189842.808914,fused,shoup,natural,-1
3,generic776-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-warp-radix4","experimental",0.000000,"warp-parallel subgraphs with dependency-wave readiness",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","radix4+radix4+radix4","256+256+256","32+32+32","7+7+6","full-scratch+full-scratch","1+1",8,0,10,50,82.631744,24.247295,81.589600,1319.734820,169.789521,1383842258.472129,fused,shoup,natural,-1
3,resident776-w64-b32,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-wave-7x7x6-resident-radix4","experimental",0.000000,"intra-transform dependency waves with generated resident radix-4 cores",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,32,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","dataflow-radix4+dataflow-radix4+dataflow-radix4","256+256+256","32+32+32","6+6+8","full-scratch+full-scratch","1+1",8,0,10,50,85.180130,35.610031,182.575775,898.623197,105.483168,942274716.903647,fused,shoup,natural,-1
